,OR,TE_diamond,id,studlab,treat1,treat2,CI_lower,CI_upper,CI_lower_diamond,CI_upper_diamond,Predict_lo,Predict_up,WEIGHT,tau2,I2
143,0.49642218250000003,0.9537530850000001,65,PAR 29060/281,amitriptyline,paroxetine,0.2647725127,0.9307423217,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,5.5562814316,0.0771295412,0.33682402040000003
144,1.2244897959,0.9537530850000001,65,PAR MDUK 032,amitriptyline,paroxetine,0.44055824060000004,3.4033531144999998,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,2.864071039,0.0771295412,0.33682402040000003
145,2.3500000001,0.9537530850000001,65,SER-CHN-1,amitriptyline,paroxetine,1.2563242836000001,4.3957599743,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,5.5798836168,0.0771295412,0.33682402040000003
146,1.3677248677,0.9537530850000001,65,Sacchetti2002 (BRL-29060/109),amitriptyline,paroxetine,0.6466182127,2.8930074609,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,4.4797696839,0.0771295412,0.33682402040000003
147,0.5555555556,0.9537530850000001,65,Staner1995 (063),amitriptyline,paroxetine,0.1547223227,1.9948121899000002,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,1.9899453373,0.0771295412,0.33682402040000003
148,0.5136476427000001,1.199567211,66,DUAG1990,clomipramine,paroxetine,0.2477328281,1.0649936985,0.6136328524,2.3449877041000002,0.0668345774,21.5301951494,2.1194660439,0.3334025598,0.6730152365000001
149,3.3000000001,1.199567211,66,MDF/29060/III/070/88/MC,clomipramine,paroxetine,1.1604338716,9.3844210057,0.6136328524,2.3449877041000002,0.0668345774,21.5301951494,1.6187883197000001,0.3334025598,0.6730152365000001
150,1.0570722142,1.199567211,66,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),clomipramine,paroxetine,0.8193118287000001,1.3638295298,0.6136328524,2.3449877041000002,0.0668345774,21.5301951494,2.8546770265,0.3334025598,0.6730152365000001
151,1.5652173913,1.199567211,66,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",clomipramine,paroxetine,0.685042033,3.5762849052,0.6136328524,2.3449877041000002,0.0668345774,21.5301951494,1.9564108531,0.3334025598,0.6730152365000001
152,1.1149553572,1.1149553572,67,Baldwin2006b (Study 99505),escitalopram,paroxetine,0.6974620688000001,1.7823556348,0.6974620688000001,1.7823556348,,,17.4552262137,,
153,1.1196428571,1.268067297,68,29060/356,fluoxetine,paroxetine,0.5736157908,2.1854351773,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,8.5878505589,3.3242000000000003e-06,0.040080495
154,1.6438356164,1.268067297,68,Cassano2002 (29060/421),fluoxetine,paroxetine,0.9639026622,2.8033904662999998,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,13.4810597108,3.3242000000000003e-06,0.040080495
155,0.9714285714,1.268067297,68,Chouinard1999 (29060/131),fluoxetine,paroxetine,0.5434280458,1.7365196305000001,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,11.3846897861,3.3242000000000003e-06,0.040080495
156,0.9615384615,1.268067297,68,DeWilde1993,fluoxetine,paroxetine,0.43710082110000004,2.1152012722,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,6.1805386239,3.3242000000000003e-06,0.040080495
157,1.3333333334,1.268067297,68,Gagiano1993,fluoxetine,paroxetine,0.5641385372000001,3.1513141911,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,5.192218073,3.3242000000000003e-06,0.040080495
158,1.6646616542000001,1.268067297,68,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),fluoxetine,paroxetine,0.7940677903000001,3.4897504432,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,7.0109701435,3.3242000000000003e-06,0.040080495
159,2.9857142857000003,1.268067297,68,Schoene1993 (Geretsegger1994 MY1021/BRC),fluoxetine,paroxetine,1.168898346,7.6264029515,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,4.3680786938,3.3242000000000003e-06,0.040080495
160,0.8996913580000001,1.268067297,68,Tignol1993 (29060/087),fluoxetine,paroxetine,0.49101098660000003,1.6485263301000002,0.9974752444,1.6120647391,0.9397006075000001,1.7111776419,10.4744314819,3.3242000000000003e-06,0.040080495
161,1.3225806451,1.3225806451,69,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),fluvoxamine,paroxetine,0.6352615813,2.7535421856,0.6352615813,2.7535421856,,,7.1437939122,,
162,1.009009009,1.009009009,70,Aberg-Wisted2000,paroxetine,sertraline,0.6546936080000001,1.5550773184,0.6546936080000001,1.5550773184,,,20.5310094316,,
163,1.4,1.7395801610000001,71,Kasper2005b,paroxetine,trazodone,0.4152389616,4.7201736382,1.0710292223,2.8254496457,,,2.6006191946,0.0,0.0
164,1.8126361656,1.7395801610000001,71,Tsutsui2000,paroxetine,trazodone,1.0680247696,3.0763798394,1.0710292223,2.8254496457,,,13.7287806519,0.0,0.0
165,0.8130170987,0.7049971939,72,0600B1-367,paroxetine,venlafaxine,0.4755205176,1.3900489639,0.5150154286,0.9650604930000001,0.0920550203,5.3991736858,13.3531148466,5.1393e-06,0.32317757210000003
166,0.37467700260000003,0.7049971939,72,Casabona2002 (0600B 428),paroxetine,venlafaxine,0.1704689468,0.8235098468000001,0.5150154286,0.9650604930000001,0.0920550203,5.3991736858,6.1939672218,5.1393e-06,0.32317757210000003
167,0.7819672131000001,0.7049971939,72,McPartlin1998,paroxetine,venlafaxine,0.5012090356,1.219995409,0.5150154286,0.9650604930000001,0.0920550203,5.3991736858,19.4152806009,5.1393e-06,0.32317757210000003
168,1.0370370371,0.6978088481,73,Berlanga2006,citalopram,reboxetine,0.46549691990000003,2.3103177923000002,0.40867854680000004,1.1914919251,,,4.3201997431,0.064443362,0.3775686465
169,0.5781671159,0.6978088481,73,Study 043,citalopram,reboxetine,0.38071021250000003,0.8780358472,0.40867854680000004,1.1914919251,,,9.1000975695,0.064443362,0.3775686465
170,1.15234375,0.9926662745,74,Bosc1997b (Study 016 - Massana 1999),fluoxetine,reboxetine,0.5801914901,2.2887204328,0.5816413827,1.6941475655,,,8.1583268506,0.0,0.0
171,0.7885375494,0.9926662745,74,Studie032 (M2020/0032),fluoxetine,reboxetine,0.3361943254,1.8495001845,0.5816413827,1.6941475655,,,5.2858751143,0.0,0.0
172,0.6683544303000001,0.6683544303000001,75,Baldwin2006a (97-CRBX-052 - Study 052),paroxetine,reboxetine,0.4306096345,1.0373610083,0.4306096345,1.0373610083,,,19.8768656027,,
173,1.0446428571,1.0446428571,76,Schwartz2002 (iQWIG),reboxetine,venlafaxine,0.5668871811,1.9250368245,0.5668871811,1.9250368245,,,10.280872431,,
174,1.125,0.8470582121,77,Bersani1994,amitriptyline,sertraline,0.4344110531,2.9134272509,0.5295772415000001,1.3548686734,0.0090661652,79.141246236,3.2702688876,0.0700826388,0.3706013448
175,1.0909090909,0.8470582121,77,Cohn1990,amitriptyline,sertraline,0.6380367121,1.8652259691,0.5295772415000001,1.3548686734,0.0090661652,79.141246236,6.8977688840999996,0.0700826388,0.3706013448
176,0.5856988082,0.8470582121,77,Moller2000,amitriptyline,sertraline,0.35139703910000003,0.9762264783000001,0.5295772415000001,1.3548686734,0.0090661652,79.141246236,7.2449315553,0.0700826388,0.3706013448
177,1.0153256705,1.0457840836,78,Lepine2000,clomipramine,sertraline,0.5376735276,1.9173088581000002,0.6414484825,1.7049917171,,,9.5054743662,0.0,0.0
178,1.0914542729,1.0457840836,78,Moon1994,clomipramine,sertraline,0.508155627,2.3443062841,0.6414484825,1.7049917171,,,6.5730297537,0.0,0.0
179,2.3755656109,1.4166671679,79,Aguglia1993,fluoxetine,sertraline,1.0867997482,5.192595951,1.119573162,1.7925991197000002,1.0150108576,1.9772654150000002,6.281800823,1.904e-07,0.0
180,1.3602484472,1.4166671679,79,Bennie1995,fluoxetine,sertraline,0.8539865120000001,2.1666335615,1.119573162,1.7925991197000002,1.0150108576,1.9772654150000002,17.727268745,1.904e-07,0.0
181,1.65317139,1.4166671679,79,Fava2002,fluoxetine,sertraline,0.8926466223,3.0616546083,1.119573162,1.7925991197000002,1.0150108576,1.9772654150000002,10.1150351214,1.904e-07,0.0
182,1.1067708333,1.4166671679,79,Newhouse2000,fluoxetine,sertraline,0.6282099291000001,1.9498922585,1.119573162,1.7925991197000002,1.0150108576,1.9772654150000002,11.977326424,1.904e-07,0.0
183,1.6653061225,1.4166671679,79,Sechter1999,fluoxetine,sertraline,0.9720231737,2.8530641621,1.119573162,1.7925991197000002,1.0150108576,1.9772654150000002,13.252866787,1.904e-07,0.0
184,1.0208333333,1.4166671679,79,vanMoffaert1995a,fluoxetine,sertraline,0.5491535279,1.8976490935,1.119573162,1.7925991197000002,1.0150108576,1.9772654150000002,9.9934826045,1.904e-07,0.0
185,1.3461538462,1.3461538462,80,Fava2002,paroxetine,sertraline,0.7251536091,2.4989604338999998,0.7251536091,2.4989604338999998,,,10.0379179565,,
186,0.5595463138,0.5595463138,81,Munizza2006,sertraline,trazodone,0.25881775220000003,1.2097009369,0.25881775220000003,1.2097009369,,,6.4622686297000005,,
187,0.7017774852,0.7017774852,82,Mehtonen2000,sertraline,venlafaxine,0.36049027780000004,1.366171764,0.36049027780000004,1.366171764,,,8.6566588078,,
188,1.2210998876999999,0.7808759605000001,83,Beasley1991,fluoxetine,trazodone,0.6056390782000001,2.4620025184,0.2330528584,2.616433327,,,1.722691642,0.452485108,0.5368354201000001
189,0.33333333330000003,0.7808759605000001,83,Falk1989,fluoxetine,trazodone,0.06841531270000001,1.6240678701,0.2330528584,2.616433327,,,0.9047621275000001,0.452485108,0.5368354201000001
190,1.0470779221,0.8363258426,84,Gentil2000,amitriptyline,venlafaxine,0.4516234804,2.4276243876,0.5029563077,1.3906593958,,,5.4324701241,0.0,0.0
191,0.7346938775,0.8363258426,84,Sauer2003,amitriptyline,venlafaxine,0.387985285,1.3912256843,0.5029563077,1.3906593958,,,9.4230769214,0.0,0.0
192,0.1428571429,0.1428571429,85,Hosseini2015 (IRCT201203048513N1.),citalopram,venlafaxine,0.0387318243,0.5269094252000001,0.0387318243,0.5269094252000001,,,2.2550335569,,
193,0.5574912892,1.1309449485,86,0600A-326,clomipramine,venlafaxine,0.266815226,1.1648380874,0.5267198838,2.4283049031,0.0002279351,5611.40685977,2.2837976584,0.2965126327,0.6567114805
194,2.0454545454,1.1309449485,86,Samuelian1998,clomipramine,venlafaxine,0.9290940379,4.5031871122,0.5267198838,2.4283049031,0.0002279351,5611.40685977,2.1803885851,0.2965126327,0.6567114805
195,1.3178571429,1.1309449485,86,Smeraldi1998,clomipramine,venlafaxine,0.5786149606000001,3.0015598753,0.5267198838,2.4283049031,0.0002279351,5611.40685977,2.1146700851,0.2965126327,0.6567114805
196,1.0759493671,1.0759493671,87,Perahia2008b (HMCQ) (NCT00067912),duloxetine,venlafaxine,0.7410838466,1.5621269385,0.7410838466,1.5621269385,,,27.6337448428,,
197,0.6461538462,1.137547152,88,0600A-332,fluoxetine,venlafaxine,0.2109764341,1.9789641182,0.8115277419,1.5945400953000002,0.5419979736,2.3874877507,3.0662673155,0.0,0.0
198,1.0555555556,1.137547152,88,0600A-626,fluoxetine,venlafaxine,0.5629461272,1.9792258569,0.8115277419,1.5945400953000002,0.5419979736,2.3874877507,9.7206239189,0.0,0.0
199,1.294980695,1.137547152,88,0600A1-372,fluoxetine,venlafaxine,0.8273662892,2.0268834038,0.8115277419,1.5945400953000002,0.5419979736,2.3874877507,19.1396176902,0.0,0.0
200,1.125,1.137547152,88,Heller2009(NCT00909155),fluoxetine,venlafaxine,0.2563437336,4.9372184072,0.8115277419,1.5945400953000002,0.5419979736,2.3874877507,1.7560975609,0.0,0.0
201,1.0849705548,1.0840152191,89,0600B1-402,sertraline,venlafaxine,0.7818928763,1.5055273433,0.8304429406,1.4150147323,0.1926640598,6.0991603563,35.7959501668,0.0,0.0
202,1.3892720307,1.0840152191,89,Shelton2006 (NCT00179283),sertraline,venlafaxine,0.7380709581,2.6150287503,0.8304429406,1.4150147323,0.1926640598,6.0991603563,9.6024424478,0.0,0.0
203,0.8214285715,1.0840152191,89,Sir2005,sertraline,venlafaxine,0.42269807410000004,1.5962809848,0.8304429406,1.4150147323,0.1926640598,6.0991603563,8.7027027048,0.0,0.0
204,2.1298701299,2.1298701299,90,Smeraldi1998,trazodone,venlafaxine,0.9542979263,4.7535959632,0.9542979263,4.7535959632,,,5.9598835843,,
205,1.3945536445,1.3945536445,91,"Wang2015 (NCT01571453, KCT0000432, 13926A)",venlafaxine,vortioxetine,0.9493892856,2.0484535658,0.9493892856,2.0484535658,,,25.9823961395,,
