,Treatment,OR,CI_lower,CI_upper,WEIGHT,tau2,Reference
278,fluoxetine,0.8823371470000001,0.7007306074,1.1110101838,8.5050721417,0.0280045488,duloxetine
279,fluvoxamine,0.8721540933,0.6470820359,1.1755120993000001,6.5663172577,0.0280045488,duloxetine
280,milnacipran,0.9917928411,0.7284515048,1.350334282,6.3514037019,0.0280045488,duloxetine
281,mirtazapine,1.0594682723,0.8120312929,1.3823026647,7.3688766529,0.0280045488,duloxetine
282,nefazodone,0.7911427935,0.5282805958,1.1848001321,4.8532762929,0.0280045488,duloxetine
283,paroxetine,1.0473227115000001,0.8384389475,1.3082465519,8.8109441493,0.0280045488,duloxetine
284,reboxetine,0.7645905518,0.5384163554,1.0857744311,5.588689952,0.0280045488,duloxetine
285,sertraline,0.9793919859,0.7628963641000001,1.2573249884,7.8459704248,0.0280045488,duloxetine
286,trazodone,0.7589031516,0.5499200119000001,1.047305028,6.0850415397,0.0280045488,duloxetine
287,venlafaxine,1.0306203281,0.8241096449,1.2888797834,8.7651600122,0.0280045488,duloxetine
288,vortioxetine,1.4372553347,0.8270170952,2.4977753291,3.5464509708,0.0280045488,duloxetine
289,agomelatine,0.7359783333000001,0.4255916885,1.2727318736,3.5784689817,0.0280045488,vortioxetine
290,amitriptyline,0.7765324934000001,0.4560468897,1.3222384078,3.6825294711,0.0280045488,vortioxetine
291,bupropion,0.7826656085,0.4402388803,1.3914387897,3.4063967729,0.0280045488,vortioxetine
292,citalopram,0.6659500935,0.3871504267,1.1455225061,3.6135598875,0.0280045488,vortioxetine
293,clomipramine,0.6382937048,0.3683076249,1.1061917432,3.5644140301,0.0280045488,vortioxetine
294,duloxetine,0.6957705954000001,0.4003562644,1.2091648477999999,3.5464509708,0.0280045488,vortioxetine
295,escitalopram,0.8227022893,0.4794052458,1.4118307273,3.6293061339,0.0280045488,vortioxetine
296,fluoxetine,0.6139042421,0.3641158183,1.0350509358,3.7521515578,0.0280045488,vortioxetine
297,fluvoxamine,0.6068191728,0.3477743454,1.0588173435,3.520892682,0.0280045488,vortioxetine
298,milnacipran,0.6900602956,0.3925527616,1.2130425718,3.4745118132,0.0280045488,vortioxetine
299,mirtazapine,0.7371468707000001,0.4299110786,1.2639486071000001,3.6349557766,0.0280045488,vortioxetine
300,nefazodone,0.5504538925,0.2959030843,1.0239821883,3.1576680989,0.0280045488,vortioxetine
301,paroxetine,0.7286963466,0.430909174,1.2322744502,3.7307766764,0.0280045488,vortioxetine
302,reboxetine,0.5319796235,0.2960025289,0.9560807502,3.3433566413999998,0.0280045488,vortioxetine
303,sertraline,0.6814321452000001,0.400887429,1.1583046385,3.6945161631,0.0280045488,vortioxetine
304,trazodone,0.5280224977,0.2987534707,0.9332368838,3.4414935564,0.0280045488,vortioxetine
305,venlafaxine,0.7170753193,0.4325828591,1.1886671021,3.8780626835,0.0280045488,vortioxetine
