,studlab,treat1,treat2,OR,TE_direct,TE_adj,seTE
242,Demyttenaere1998 ,amitriptyline,fluoxetine,-0.2006706955,0.053795623800000004,-0.2544663193,0.5048328980000001
243,DeRonchi1998,amitriptyline,fluoxetine,0.1823215568,0.053795623800000004,0.128525933,0.49721446300000005
244,Fawcett1989,amitriptyline,fluoxetine,-0.2135741003,0.053795623800000004,-0.2673697241,0.6543038691
245,Judd1993,amitriptyline,fluoxetine,-0.2876820725,0.053795623800000004,-0.3414776963,0.5283622495
246,Keegan1991,amitriptyline,fluoxetine,0.5753641449,0.053795623800000004,0.5215685211000001,0.6614378278
247,Kerkhofs1990,amitriptyline,fluoxetine,-0.1823215568,0.053795623800000004,-0.2361171806,0.7187952884000001
248,Laakman1988 ,amitriptyline,fluoxetine,0.0357180826,0.053795623800000004,-0.0180775412,0.5345331401
249,Marchesi1998 ,amitriptyline,fluoxetine,0.5893286853,0.053795623800000004,0.5355330615,0.3835699678
250,Masco1985,amitriptyline,fluoxetine,-0.1923718926,0.053795623800000004,-0.2461675164,0.6207685038
251,OntiverosSanchez1998 ,amitriptyline,fluoxetine,-0.22314355130000002,0.053795623800000004,-0.2769391751,0.6690433825000001
252,Preskorn1991,amitriptyline,fluoxetine,-0.6505875661,0.053795623800000004,-0.7043831899,0.5544070254
253,Versiani1999,amitriptyline,fluoxetine,-0.0779184371,0.053795623800000004,-0.1317140609,0.3608874955
254,Amini2005,mirtazapine,fluoxetine,0.9162907319,0.40465380100000004,0.5116369309000001,0.6892024376
255,Hong2003 (22521),mirtazapine,fluoxetine,0.3036824138,0.40465380100000004,-0.1009713872,0.34919994870000004
256,Versiani2005,mirtazapine,fluoxetine,0.16214903860000002,0.40465380100000004,-0.24250476240000002,0.258674689
257,Wheatley1998,mirtazapine,fluoxetine,0.6990819161,0.40465380100000004,0.2944281151,0.35218372200000003
258,Winokur2003,mirtazapine,fluoxetine,2.8332133441,0.40465380100000004,2.4285595431,1.5573501104
259,Ansseau1994b,milnacipran,fluoxetine,-0.5578284774,-0.1395461881,-0.4182822893,0.2998173266
260,Guelfi1998,milnacipran,fluoxetine,0.1404830411,-0.1395461881,0.2800292292,0.24531475560000002
261,Armitage1997,nefazodone,fluoxetine,-0.0953101798,0.0327162292,-0.128026409,0.6105139415
262,Berlanga1997,nefazodone,fluoxetine,-0.10845170820000001,0.0327162292,-0.1411679374,0.4658440339
263,Gillin1997,nefazodone,fluoxetine,0.4054651081,0.0327162292,0.3727488789,0.6123724357
264,Bosc1997b (Study 016 - Massana 1999),reboxetine,fluoxetine,0.14179791190000002,-0.0073607495,0.1491586614,0.35010591620000003
265,Studie032 (M2020/0032),reboxetine,fluoxetine,-0.23757525240000002,-0.0073607495,-0.2302145029,0.43495221910000004
266,Beasley1991,trazodone,fluoxetine,0.1997519999,0.18337154360000002,0.016380456300000002,0.3577734368
267,Debus1988,trazodone,fluoxetine,0.08004270770000001,0.18337154360000002,-0.1033288359,0.618448569
268,Falk1989,trazodone,fluoxetine,-1.0986122887,0.18337154360000002,-1.2819838323,0.8079466429000001
269,Fudge1990,trazodone,fluoxetine,1.2739651761,0.18337154360000002,1.0905936325,0.7196055641
270,Kennedy2005 (SCT-MD-16),escitalopram,fluoxetine,-0.0569534748,-0.0209868073,-0.0359666675,0.285756369
271,Mao2008,escitalopram,fluoxetine,0.0195670927,-0.0209868073,0.0405539,0.3034325251
272,Feighner1991,bupropion,fluoxetine,0.1733528868,0.1733528868,0.0,0.3664725901
273,Dalery2003,fluvoxamine,fluoxetine,0.0592694085,0.0332511147,0.0260182938,0.2990208522
274,Rapaport1996,fluvoxamine,fluoxetine,-0.0148886125,0.0332511147,-0.0481397272,0.4067371873
275,Ginestet1989,clomipramine,fluoxetine,-0.48835276790000004,-0.4979571622,0.009604394300000001,0.6266392644000001
276,Manna1989,clomipramine,fluoxetine,-0.3746934494,-0.4979571622,0.12326371280000001,0.8703882798
277,Noguera1991,clomipramine,fluoxetine,-0.3418923041,-0.4979571622,0.1560648581,0.3707688952
278,Ropert1989 ,clomipramine,fluoxetine,-0.6499586505,-0.4979571622,-0.15200148830000001,0.3390288938
279,Benkert2006(C-1763),venlafaxine,mirtazapine,-0.3440961617,-0.3123137959,-0.031782365800000004,0.2430777638
280,Szegedi2006,venlafaxine,mirtazapine,-0.2787434655,-0.3123137959,0.0335703304,0.2498215675
281,Benkert2000 (E-1559),paroxetine,mirtazapine,-0.1885183233,-0.0056734824,-0.1828448409,0.24152713790000002
282,"Debonnel2000 (Blier2009, iQWIG E-1639)",paroxetine,mirtazapine,1.1592369105,-0.0056734824,1.1649103929,0.7094138241
283,E-1569,paroxetine,mirtazapine,0.3829922523,-0.0056734824,0.3886657347,0.3364125454
284,Schatzberg2002 (003-901),paroxetine,mirtazapine,-0.3466246081,-0.0056734824,-0.3409511257,0.2521194431
285,Wade2003 (E-1721),paroxetine,mirtazapine,0.23197146540000002,-0.0056734824,0.2376449478,0.2940030746
286,"Behnke2003 (E-1690, Kjernisted2002)",sertraline,mirtazapine,0.0262102668,0.0262102668,0.0,0.2283095131
287,Leinonen1999 (Agren1995),citalopram,mirtazapine,0.2805174592,0.2805174592,0.0,0.3567726809
288,"Hoyberg1996 (Organon 88013, FDA88013)",amitriptyline,mirtazapine,0.6800994652,0.3685315226,0.31156794260000004,0.38953904970000003
289,Mullin1996,amitriptyline,mirtazapine,0.2060390352,0.3685315226,-0.1624924874,0.3207398557
290,"Zivkov1995 (Organon 85146, FDA85146)",amitriptyline,mirtazapine,0.3311958586,0.3685315226,-0.037335664000000005,0.28072491980000003
291,Amini2005,fluoxetine,mirtazapine,-0.9162907319,-0.40465380100000004,-0.5116369309000001,0.6892024376
292,Hong2003 (22521),fluoxetine,mirtazapine,-0.3036824138,-0.40465380100000004,0.1009713872,0.34919994870000004
293,Versiani2005,fluoxetine,mirtazapine,-0.16214903860000002,-0.40465380100000004,0.24250476240000002,0.258674689
294,Wheatley1998,fluoxetine,mirtazapine,-0.6990819161,-0.40465380100000004,-0.2944281151,0.35218372200000003
295,Winokur2003,fluoxetine,mirtazapine,-2.8332133441,-0.40465380100000004,-2.4285595431,1.5573501104
296,vanMoffaert1995b,trazodone,mirtazapine,-0.40730688340000004,-0.40730688340000004,0.0,0.2864445403
297,"Murasaki2010a (iQWIG22532, Schoemaker2002)",fluvoxamine,mirtazapine,0.34347343210000003,-0.1274608399,0.47093427200000004,0.2872392721
298,"Murasaki2010b (iQWIG9902, Schoemaker2002)",fluvoxamine,mirtazapine,-0.6250937173000001,-0.1274608399,-0.4976328774,0.2952692369
299,Kamijima2013 (japicCTI-090733),paroxetine,milnacipran,0.0345795193,0.044842408300000004,-0.010262889,0.1423314417
300,Sechter2004,paroxetine,milnacipran,0.0725125516,0.044842408300000004,0.027670143300000002,0.2337070091
301,Yang2003,sertraline,milnacipran,-0.735706795,-0.735706795,0.0,0.9138626415000001
302,Ansseau1989a,amitriptyline,milnacipran,0.6836684366,0.17238403160000002,0.511284405,0.37772668470000004
303,Ansseau1989b,amitriptyline,milnacipran,-0.5130957723,0.17238403160000002,-0.6854798039000001,0.4373646977
304,Ansseau1994b,fluoxetine,milnacipran,0.5578284774,0.1395461881,0.4182822893,0.2998173266
305,Guelfi1998,fluoxetine,milnacipran,-0.1404830411,0.1395461881,-0.2800292292,0.24531475560000002
306,Ansseau1991,fluvoxamine,milnacipran,-0.5114523866,-0.5391371741000001,0.027684787500000002,0.38784794170000003
307,Clerc2001,fluvoxamine,milnacipran,-0.5679840376,-0.5391371741000001,-0.0288468635,0.39590427640000003
308,Leinonen1997,clomipramine,milnacipran,-0.1397619424,-0.1397619424,0.0,0.3949408321
309,Baldwin1996,paroxetine,nefazodone,0.088947486,0.2349439291,-0.1459964431,0.2810963684
310,Hicks2002,paroxetine,nefazodone,1.1856236657,0.2349439291,0.9506797366,0.7173006357
311,Feiger1996,sertraline,nefazodone,-0.1541506798,-0.1541506798,0.0,0.3168087584
312,Ansseau1994c,amitriptyline,nefazodone,1.1749852675,1.1749852675,0.0,0.4065293427
313,Armitage1997,fluoxetine,nefazodone,0.0953101798,-0.0327162292,0.128026409,0.6105139415
314,Berlanga1997,fluoxetine,nefazodone,0.10845170820000001,-0.0327162292,0.1411679374,0.4658440339
315,Gillin1997,fluoxetine,nefazodone,-0.4054651081,-0.0327162292,-0.3727488789,0.6123724357
316,Schwartz2002 (iQWIG),venlafaxine,reboxetine,-0.0436750635,-0.0436750635,0.0,0.311878197
317,Baldwin2006a (97-CRBX-052 - Study 052),paroxetine,reboxetine,0.40293666180000004,0.40293666180000004,-5.551115123e-17,0.2242983348
318,Berlanga2006,citalopram,reboxetine,-0.0363676442,0.4229257225,-0.45929336670000004,0.4086898788
319,Study 043,citalopram,reboxetine,0.5478923242,0.4229257225,0.1249666017,0.21317966530000002
320,Bosc1997b (Study 016 - Massana 1999),fluoxetine,reboxetine,-0.14179791190000002,0.0073607495,-0.1491586614,0.35010591620000003
321,Studie032 (M2020/0032),fluoxetine,reboxetine,0.23757525240000002,0.0073607495,0.2302145029,0.43495221910000004
322,Smeraldi1998,venlafaxine,trazodone,0.756061006,0.756061006,-1.110223025e-16,0.4096199608
323,Kasper2005b,paroxetine,trazodone,0.33647223660000003,0.5536437973,-0.21717156070000002,0.6200998384
324,Tsutsui2000,paroxetine,trazodone,0.5947822308,0.5536437973,0.0411384335,0.26988827460000003
325,Munizza2006,sertraline,trazodone,-0.5806289775,-0.5806289775,0.0,0.3933756707
326,Altamura1989b,amitriptyline,trazodone,-0.0645385211,0.4112224984,-0.4757610195,0.47371379750000003
327,Blacker1988,amitriptyline,trazodone,0.5877866649,0.4112224984,0.1765641665,0.3700125986
328,Kerr1984,amitriptyline,trazodone,0.23111172100000002,0.4112224984,-0.1801107774,0.46887233850000004
329,Moises1981,amitriptyline,trazodone,1.0986122887,0.4112224984,0.6873897903,0.6454972244
330,Beasley1991,fluoxetine,trazodone,-0.1997519999,-0.18337154360000002,-0.016380456300000002,0.3577734368
331,Debus1988,fluoxetine,trazodone,-0.08004270770000001,-0.18337154360000002,0.1033288359,0.618448569
332,Falk1989,fluoxetine,trazodone,1.0986122887,-0.18337154360000002,1.2819838323,0.8079466429000001
333,Fudge1990,fluoxetine,trazodone,-1.2739651761,-0.18337154360000002,-1.0905936325,0.7196055641
334,vanMoffaert1995b,mirtazapine,trazodone,0.40730688340000004,0.40730688340000004,0.0,0.2864445403
335,Weisler1994,bupropion,trazodone,0.7396671962,0.7396671962,0.0,0.36912790640000004
336,Smeraldi1998,clomipramine,trazodone,0.48005396510000004,0.48005396510000004,0.0,0.39054481500000005
337,Quera-Salva2010 (CL3-20098-056),agomelatine,escitalopram,0.3388210339,0.2017315848,0.1370894491,0.3461215857
338,Corruble2013 (CL3-20098-063),agomelatine,escitalopram,0.1103480572,0.2017315848,-0.0913835276,0.282592498
339,Bielski2004 (SCT-MD-12),venlafaxine,escitalopram,-0.47870427050000003,-0.1890934183,-0.2896108522,0.28381999690000004
340,Montgomery2004a (Study 99067),venlafaxine,escitalopram,0.0896121587,-0.1890934183,0.27870557700000004,0.2784251131
341,Baldwin2006b (Study 99505),paroxetine,escitalopram,0.1088143657,-0.10216995520000001,0.2109843209,0.2393521094
342,Boulenger2006 (Study 10351),paroxetine,escitalopram,-0.2355660713,-0.10216995520000001,-0.13339611610000002,0.1903197071
343,Lalit2004,sertraline,escitalopram,1.359735088,0.090828035,1.268907053,0.8206576197000001
344,Ventura2007 (SCT-MD-18),sertraline,escitalopram,-0.0740476421,0.090828035,-0.1648756771,0.29581854500000004
345,Colonna2005 (Study 99022),citalopram,escitalopram,-0.2717101269,-0.37013065780000004,0.0984205309,0.21387955790000002
346,Hu2009,citalopram,escitalopram,-0.10008345860000001,-0.37013065780000004,0.27004719920000003,0.7747584311
347,Jiang2009,citalopram,escitalopram,0.7259370034,-0.37013065780000004,1.0960676612,1.2512359481
348,Lalit2004,citalopram,escitalopram,-0.3249262456,-0.37013065780000004,0.0452044122,0.524033563
349,Li2006,citalopram,escitalopram,-0.5520685823,-0.37013065780000004,-0.18193792450000001,0.6130774031
350,Li2010,citalopram,escitalopram,-0.2744368457,-0.37013065780000004,0.0956938121,0.7433919417
351,Lv2013,citalopram,escitalopram,-0.1625189295,-0.37013065780000004,0.20761172830000002,0.7558594641
352,Moore2005,citalopram,escitalopram,-0.7515215888,-0.37013065780000004,-0.38139093100000004,0.2518525458
353,Ou2010,citalopram,escitalopram,0.161477862,-0.37013065780000004,0.5316085198,0.2843809118
354,Yevtushenko2007,citalopram,escitalopram,-1.3388921222,-0.37013065780000004,-0.9687614644,0.4873258824
355,Kennedy2005 (SCT-MD-16),fluoxetine,escitalopram,0.0569534748,0.0209868073,0.0359666675,0.285756369
356,Mao2008,fluoxetine,escitalopram,-0.0195670927,0.0209868073,-0.0405539,0.3034325251
357,Khan2007 (SCT-MD-23) (NCT00108979),duloxetine,escitalopram,-0.2445295894,-0.3676368121,0.1231072227,0.24476590180000002
358,Wade2007 (Study 10990),duloxetine,escitalopram,-0.4853178642,-0.3676368121,-0.1176810521,0.2393108672
359,Thase2006 (WELL 100368),venlafaxine,bupropion,-0.1588536841,-0.1588536841,0.0,0.2147418231
360,Grunebaum2011 (NCT00429169),paroxetine,bupropion,-0.021978906700000002,-0.008178822300000001,-0.0138000844,0.4629380025
361,WELL AK140016,paroxetine,bupropion,-0.0008166599,-0.008178822300000001,0.0073621624,0.3381307434
362,Caligiuri2003,sertraline,bupropion,0.0645385211,-0.0497036687,0.1142421898,1.0165300455
363,Kavoussi1997,sertraline,bupropion,0.0112393966,-0.0497036687,0.0609430653,0.2708321837
364,Rush2001,sertraline,bupropion,-0.1126965547,-0.0497036687,-0.062992886,0.25867624840000003
365,Feighner1991,fluoxetine,bupropion,-0.1733528868,-0.1733528868,0.0,0.3664725901
366,Weisler1994,trazodone,bupropion,-0.7396671962,-0.7396671962,0.0,0.36912790640000004
367,Hackett1998,venlafaxine,fluvoxamine,0.8605801249,0.8605801249,0.0,0.4204101133
368,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),paroxetine,fluvoxamine,0.2795848622,0.1380106592,0.141574203,0.3741412056
369,Kiev1997,paroxetine,fluvoxamine,-0.134732594,0.1380106592,-0.27274325320000004,0.5193025879000001
370,Nemeroff1995,sertraline,fluvoxamine,-0.2881760216,-0.4399186101,0.1517425885,0.40739396580000004
371,Rossini2005,sertraline,fluvoxamine,-0.6329283206,-0.4399186101,-0.19300971050000001,0.45946287690000004
372,Timmerman1993 (Study 89422 - FDA and Haffmans 1996),citalopram,fluvoxamine,0.1017410701,0.1017410701,1.3877787810000002e-17,0.2978505346
373,Harris1991,amitriptyline,fluvoxamine,1.0056661762,0.07177581620000001,0.93389036,0.49691020010000003
374,Murasaki1998,amitriptyline,fluvoxamine,-0.0352149063,0.07177581620000001,-0.10699072250000001,0.262604791
375,Remick1994,amitriptyline,fluvoxamine,-1.1267831656,0.07177581620000001,-1.1985589818,0.7330085861000001
376,Dalery2003,fluoxetine,fluvoxamine,-0.0592694085,-0.0332511147,-0.0260182938,0.2990208522
377,Rapaport1996,fluoxetine,fluvoxamine,0.0148886125,-0.0332511147,0.0481397272,0.4067371873
378,"Murasaki2010a (iQWIG22532, Schoemaker2002)",mirtazapine,fluvoxamine,-0.34347343210000003,0.1274608399,-0.47093427200000004,0.2872392721
379,"Murasaki2010b (iQWIG9902, Schoemaker2002)",mirtazapine,fluvoxamine,0.6250937173000001,0.1274608399,0.4976328774,0.2952692369
380,Ansseau1991,milnacipran,fluvoxamine,0.5114523866,0.5391371741000001,-0.027684787500000002,0.38784794170000003
381,Clerc2001,milnacipran,fluvoxamine,0.5679840376,0.5391371741000001,0.0288468635,0.39590427640000003
382,DeWilde1983a,clomipramine,fluvoxamine,0.4660897299,0.6174758118,-0.1513860819,0.7334781497
383,Ottevanger1995,clomipramine,fluvoxamine,0.7672551527,0.6174758118,0.1497793409,0.7295753695
384,0600A-326,venlafaxine,clomipramine,-0.5843084005,0.09757413620000001,-0.6818825367,0.37597144790000003
385,Samuelian1998,venlafaxine,clomipramine,0.7156200364,0.09757413620000001,0.6180459002,0.40264278480000004
386,Smeraldi1998,venlafaxine,clomipramine,0.2760070409,0.09757413620000001,0.1784329047,0.419969488
387,DUAG1990,paroxetine,clomipramine,-0.6662177687,0.0728868099,-0.7391045786,0.37204084190000003
388,Guillibert1989 (PAR 290 MDF 29060 1727 M),paroxetine,clomipramine,-0.315270029,0.0728868099,-0.3881568389,0.4863265225
389,MDF/29060/III/070/88/MC,paroxetine,clomipramine,1.1939224685,0.0728868099,1.1210356586,0.533238628
390,Pelicier1993 (PAR MDED/29060/III/86/1728M291),paroxetine,clomipramine,0.4967266994,0.0728868099,0.4238398895,0.4654456159
391,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),paroxetine,clomipramine,0.055503024500000005,0.0728868099,-0.0173837854,0.1299990974
392,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",paroxetine,clomipramine,0.4480247225,0.0728868099,0.3751379126,0.42158927900000004
393,Lepine2000,sertraline,clomipramine,0.015209418700000001,0.044766923300000004,-0.0295575046,0.3243494027
394,Moon1994,sertraline,clomipramine,0.0875110023,0.044766923300000004,0.042744079000000004,0.3900472326
395,Andersen1986,citalopram,clomipramine,-0.5667569752,-0.5667569752,0.0,0.3789586106
396,Ginestet1989,fluoxetine,clomipramine,0.48835276790000004,0.4979571622,-0.009604394300000001,0.6266392644000001
397,Manna1989,fluoxetine,clomipramine,0.3746934494,0.4979571622,-0.12326371280000001,0.8703882798
398,Noguera1991,fluoxetine,clomipramine,0.3418923041,0.4979571622,-0.1560648581,0.3707688952
399,Ropert1989 ,fluoxetine,clomipramine,0.6499586505,0.4979571622,0.15200148830000001,0.3390288938
400,Leinonen1997,milnacipran,clomipramine,0.1397619424,0.1397619424,0.0,0.3949408321
401,Smeraldi1998,trazodone,clomipramine,-0.48005396510000004,-0.48005396510000004,0.0,0.39054481500000005
402,DeWilde1983a,fluvoxamine,clomipramine,-0.4660897299,-0.6174758118,0.1513860819,0.7334781497
403,Ottevanger1995,fluvoxamine,clomipramine,-0.7672551527,-0.6174758118,-0.1497793409,0.7295753695
404,CL3-20098-062,agomelatine,duloxetine,-0.2747857488,-0.2747857488,0.0,0.2100644149
405,Perahia2008a (HMBU) (NCT00071695),venlafaxine,duloxetine,0.1451692912,0.1039793936,0.041189897600000004,0.22007437200000002
406,Perahia2008b (HMCQ) (NCT00067912),venlafaxine,duloxetine,0.073203404,0.1039793936,-0.0307759896,0.1902304908
407,Hao2014,paroxetine,duloxetine,-0.3659907759,-0.0086793099,-0.357311466,0.24204402930000002
408,Lee2007 (F1J-AA-HMCV) (NCT00489775),paroxetine,duloxetine,0.2108866802,-0.0086793099,0.2195659901,0.1897376131
409,Khan2007 (SCT-MD-23) (NCT00108979),escitalopram,duloxetine,0.2445295894,0.3676368121,-0.1231072227,0.24476590180000002
410,Wade2007 (Study 10990),escitalopram,duloxetine,0.4853178642,0.3676368121,0.1176810521,0.2393108672
411,"Wang2015 (NCT01571453, KCT0000432, 13926A)",venlafaxine,vortioxetine,-0.332574396,-0.332574396,0.0,0.1961825612
