rowID,studyID,armID,study_name,manga,study_year,pub_year,drug_name,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,ascale,baseline_mean,V,mean_efficacy,Imputation,Responders,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,PLAresp,Narms,PLAprop,Overall_arm_RoB,bipolar,PC,PLAprob,PC2,PC3,t,RiskOfBias
du30,117,1,"Nierenberg2007 (F1J-MC-HMCR, NCT00073411, Pigott2007)",1,2005,2007,esci,274,R can come both from pub and unpub data and match,43,13,,Fixed,Licensed,No,Comparator,HAMD17,18,8,-7,Others,121,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,3,0,Low risk,0,1,0,0,1,esci,l
du33,118,1,Lee2007 (F1J-AA-HMCV) (NCT00489775),0,2005,2007,dulo,238,R from pub data and no or inadequate unpub data,39,14,,Fixed,Licensed,Yes,Investigational,HAMD17,21,8,-14,LOCF,144,0,Yes,,Multi-center,Both,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,dulo,l
du34,118,2,Lee2007 (F1J-AA-HMCV) (NCT00489775),0,2005,2007,paro,240,R from pub data and no or inadequate unpub data,38,15,,Fixed,Licensed,No,Comparator,HAMD17,21,8,-14,LOCF,157,0,Yes,,Multi-center,Both,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,paro,l
du40,119,4,Perahia2006 (HMAY - Study Group B),1,2006,2006,Plac,99,R can come both from pub and unpub data and match,45,10,,Fixed,Licensed,No,Comparator,HAMD17,21,8,-10,MMRM,51,0,Yes,Unspecified,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,1,4,0,Low risk,0,1,0,0,1,Plac,l
du38,119,2,Perahia2006 (HMAY - Study Group B),1,2006,2006,dulo,196,R can come both from pub and unpub data and match,45,11,,Fixed,Licensed,Yes,Investigational,HAMD17,21,8,-12,MMRM,129,0,Yes,Unspecified,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,4,0,Moderate risk,0,1,0,0,1,dulo,l
du39,119,3,Perahia2006 (HMAY - Study Group B),1,2006,2006,paro,97,R can come both from pub and unpub data and match,46,11,,Fixed,Licensed,No,Comparator,HAMD17,21,8,-11,MMRM,59,0,Yes,Unspecified,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,4,0,Low risk,0,1,0,0,1,paro,l
du46,120,4,Higuchi2009,0,2009,2009,Plac,146,R from pub data and no or inadequate unpub data,39,11,,Fixed,Licensed,No,Comparator,HAMD17,20,6,-8,LOCF,56,0,No,Asia,Multi-center,Both,Yes,6,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,0,4,0,Low risk,0,1,0,0,1,Plac,l
du43,120,1,Higuchi2009,0,2009,2009,dulo,150,R from pub data and no or inadequate unpub data,38,9,,Mixed,Licensed,Yes,Investigational,HAMD17,21,6,-11,LOCF,80,0,No,Asia,Multi-center,Both,Yes,6,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,,4,0,Moderate risk,0,1,0,0,1,dulo,l
du45,120,3,Higuchi2009,0,2009,2009,paro,148,R from pub data and no or inadequate unpub data,38,10,,Flexible,Licensed,No,Comparator,HAMD17,20,6,-9,LOCF,78,0,No,Asia,Multi-center,Both,Yes,6,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,,4,0,Low risk,0,1,0,0,1,paro,l
du48,121,2,Cutler2009,0,2009,2009,Plac,157,R from pub data and no or inadequate unpub data,42,12,,Fixed,Licensed,No,Comparator,HAMD17,25,6,-10,LOCF,55,0,No,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,0,3,0,Low risk,0,1,0,0,1,Plac,l
du47,121,1,Cutler2009,0,2009,2009,dulo,151,R from pub data and no or inadequate unpub data,40,13,,Fixed,Licensed,No,Comparator,HAMD17,25,6,-12,LOCF,70,0,No,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,3,0,Low risk,0,1,0,0,1,dulo,l
du52,123,2,Oakes2012a (NCT00536471),0,2008,2012,Plac,127,R from pub data and no or inadequate unpub data,44,13,1,Fixed,Licensed,No,Comparator,HAMD17,23,8,,Others,45,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Unclear,36,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,,,,Low risk,0,2,0,Low risk,0,1,1,1,0,Plac,l
du51,123,1,Oakes2012a (NCT00536471),0,2008,2012,dulo,257,R from pub data and no or inadequate unpub data,42,12,1,Fixed,Licensed,Yes,Investigational,HAMD17,23,8,,Others,113,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Unclear,36,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,,,,Low risk,,2,0,Moderate risk,0,1,1,1,0,dulo,l
du54,124,2,Oakes2012b (NCT00536471),0,2008,2012,Plac,131,R from pub data and no or inadequate unpub data,44,12,1,Fixed,Licensed,No,Comparator,HAMD17,23,8,,Others,44,0,Yes,North America,Multi-center,Outpatients only,Unclear,36,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,,,,Low risk,0,2,0,Low risk,0,1,1,1,0,Plac,l
du53,124,1,Oakes2012b (NCT00536471),0,2008,2012,dulo,261,R from pub data and no or inadequate unpub data,45,12,1,Fixed,Licensed,Yes,Investigational,HAMD17,23,8,,Others,117,0,Yes,North America,Multi-center,Outpatients only,Unclear,36,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,,,,Low risk,,2,0,Moderate risk,0,1,1,1,0,dulo,l
du57,126,1,Hao2014,0,2012,2014,dulo,140,R from pub data and no or inadequate unpub data,38,13,1,Fixed,Licensed,Yes,Investigational,HAMD17,24,6,-14,Others/Unclear,86,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,dulo,l
du58,126,2,Hao2014,0,2012,2014,paro,141,R from pub data and no or inadequate unpub data,39,2,1,Fixed,Licensed,No,Comparator,HAMD17,24,6,-12,Others/Unclear,74,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,paro,l
e04,127,4,Burke2002 (SCT-MD-01),1,2000,2002,Plac,127,Inadequate pub data and R from unpub data,40,11,,Fixed,Licensed,No,Comparator,HAMDunspecified,26,8,-8,Others,32,1,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,4,0,Moderate risk,0,1,0,0,1,Plac,l
e03,127,3,Burke2002 (SCT-MD-01),1,2000,2002,cita,127,Inadequate pub data and R from unpub data,40,12,,Fixed,Licensed,Yes,Comparator,HAMDunspecified,26,8,-10,Others,48,1,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,Moderate risk,0,1,0,0,1,cita,l
e01,127,1,Burke2002 (SCT-MD-01),1,2000,2002,esci,252,Inadequate pub data and R from unpub data,40,12,,Fixed,Licensed,Yes,Investigational,HAMDunspecified,25,8,-10,Others,102,1,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,Moderate risk,0,1,0,0,1,esci,l
e07,128,3,Gorman2002 (SCT-MD-02),1,2000,2002,Plac,129,No pub data and R from unpub data,42,13,,Flexible,Licensed,No,Comparator,HAMDunspecified,25,8,-10,Others,47,1,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
e06,128,2,Gorman2002 (SCT-MD-02),1,2000,2002,cita,128,No pub data and R from unpub data,42,13,,Flexible,Licensed,Yes,Comparator,HAMDunspecified,25,8,-11,Others,54,1,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,cita,l
e05,128,1,Gorman2002 (SCT-MD-02),1,2000,2002,esci,129,No pub data and R from unpub data,41,12,,Flexible,Licensed,Yes,Investigational,HAMDunspecified,25,8,-10,Others,51,1,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,esci,l
e10,129,3,Lepola2003 (ESC 99003),1,2000,2001,Plac,154,Inadequate pub data and R from unpub data,43,12,,Flexible,Licensed,No,Comparator,MADRS,29,8,-12,Others,67,0,Yes,,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,0,3,0,Low risk,0,1,0,0,1,Plac,l
e09,129,2,Lepola2003 (ESC 99003),1,2000,2001,cita,161,Inadequate pub data and R from unpub data,44,11,,Flexible,Licensed,No,Comparator,MADRS,29,8,-14,Others,79,0,Yes,,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,3,0,Low risk,0,1,0,0,1,cita,l
e08,129,1,Lepola2003 (ESC 99003),1,2000,2001,esci,156,Inadequate pub data and R from unpub data,43,11,,Flexible,Licensed,Yes,Investigational,MADRS,29,8,-15,Others,95,0,Yes,,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,3,0,Moderate risk,0,1,0,0,1,esci,l
e13,131,1,Kennedy2005 (SCT-MD-16),1,2001,,esci,102,No pub data and R from unpub data,37,11,,Flexible,Licensed,Yes,Investigational,HAMDunspecified,26,8,-16,Others,61,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,High risk,0,0,0,0,0,esci,l
e14,131,2,Kennedy2005 (SCT-MD-16),1,2001,,fluo,103,No pub data and R from unpub data,37,12,,Flexible,Licensed,No,Comparator,HAMDunspecified,27,8,-16,Others,63,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluo,l
e16,132,2,Ninan2003 (poster SCT-MD-26),0,2002,,Plac,155,No pub data and R from unpub data,39,12,,Flexible,Licensed,No,Comparator,MADRS,31,8,-10,Others,48,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,0,2,1,Moderate risk,0,1,1,1,0,Plac,l
e15,132,1,Ninan2003 (poster SCT-MD-26),0,2002,,esci,154,No pub data and R from unpub data,38,12,,Flexible,Licensed,Yes,Investigational,MADRS,30,8,-13,Others,61,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,2,1,Moderate risk,0,1,1,1,0,esci,l
e17,133,1,Bielski2004 (SCT-MD-12),1,2002,2004,esci,101,R from pub data and no or inadequate unpub data,37,12,,Fixed,Licensed,Yes,Investigational,HAMD24,29,8,-15,LOCF,59,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
e18,133,2,Bielski2004 (SCT-MD-12),1,2002,2004,venl,101,R from pub data and no or inadequate unpub data,38,12,,Fixed,Licensed,No,Comparator,HAMD24,27,8,-13,LOCF,47,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,venl,l
e19,134,1,Montgomery2004a (Study 99067),1,2002,2004,esci,148,R can come both from pub and unpub data and match,49,15,,Flexible,Licensed,Yes,Investigational,HAMD17,20,8,-13,LOCF,113,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
e20,134,2,Montgomery2004a (Study 99067),1,2002,2004,venl,145,R can come both from pub and unpub data and match,47,14,,Flexible,Licensed,No,Comparator,HAMD17,20,8,-13,LOCF,113,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,venl,l
e21,135,1,Wade2002 (ESC Study 99001 - FDA),0,2002,2002,Plac,189,R can come both from pub and unpub data and match,40,12,1,Fixed,Licensed,No,Comparator,MADRS,29,8,17,Others,79,0,Yes,,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,0,2,0,Low risk,0,1,1,1,0,Plac,l
e22,135,2,Wade2002 (ESC Study 99001 - FDA),0,2002,2002,esci,191,R can come both from pub and unpub data but do not match,41,11,1,Fixed,Licensed,Yes,Investigational,MADRS,29,8,14,Others,104,0,Yes,,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Moderate risk,0,1,1,1,0,esci,l
e23,136,1,Ventura2007 (SCT-MD-18),1,2003,2007,esci,107,R from pub data and no or inadequate unpub data,41,14,,Fixed,Licensed,Yes,Investigational,HAMD24,27,8,-17,LOCF,75,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
e24,136,2,Ventura2007 (SCT-MD-18),1,2003,2007,sert,108,R from pub data and no or inadequate unpub data,38,12,,Flexible,Licensed,No,Comparator,HAMD24,27,8,-16,LOCF,74,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,sert,l
e26,137,2,Lalit2004,0,2004,2004,cita,74,R from pub data and no or inadequate unpub data,33,9,,Flexible,Licensed,Yes,Comparator,HAMD17,25,4,-19,LOCF,64,0,No,Asia,Multi-center,Outpatients only,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,0,0,0,0,cita,l
e25,137,1,Lalit2004,0,2004,2004,esci,69,R from pub data and no or inadequate unpub data,33,8,,Flexible,Licensed,Yes,Investigational,HAMD17,26,4,-20,LOCF,62,0,No,Asia,Multi-center,Outpatients only,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,0,0,0,0,esci,l
e27,137,3,Lalit2004,0,2004,2004,sert,71,R from pub data and no or inadequate unpub data,37,11,,Flexible,Licensed,No,Comparator,HAMD17,25,4,-20,LOCF,69,0,No,Asia,Multi-center,Outpatients only,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,3,0,Moderate risk,0,0,0,0,0,sert,l
e29,138,2,Bose2008 (SCT-MD-13),0,2004,,Plac,135,No pub data and R from unpub data,69,7,,Flexible,Licensed,No,Comparator,HAMDunspecified,24,12,-9,LOCF,50,1,Yes,North America,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,2,1,Moderate risk,0,1,1,1,0,Plac,l
e28,138,1,Bose2008 (SCT-MD-13),0,2004,,esci,132,No pub data and R from unpub data,68,7,,Flexible,Licensed,Yes,Investigational,HAMDunspecified,25,12,-10,LOCF,50,1,Yes,North America,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,1,Moderate risk,0,1,1,1,0,esci,l
e32,139,3,Alexopoulos2004 (poster SCT-MD-27),1,2004,2004,Plac,135,No pub data and R from unpub data,41,12,,Flexible,Licensed,No,Comparator,HAMD24,27,8,-11,LOCF,54,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
e30,139,1,Alexopoulos2004 (poster SCT-MD-27),1,2004,2004,esci,136,No pub data and R from unpub data,40,11,,Flexible,Licensed,Yes,Investigational,HAMD24,26,8,-14,LOCF,68,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,esci,l
e31,139,2,Alexopoulos2004 (poster SCT-MD-27),1,2004,2004,sert,138,No pub data and R from unpub data,40,11,,Flexible,Licensed,No,Comparator,HAMD24,26,8,-14,LOCF,74,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,sert,l
e34,140,2,Colonna2005 (Study 99022),1,2005,2005,cita,182,R from pub data and no or inadequate unpub data,46,11,,Fixed,Licensed,No,Comparator,MADRS,30,8,14,LOCF,96,0,Yes,Europe,Multi-center,Outpatients only,Yes,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,cita,l
e33,140,1,Colonna2005 (Study 99022),1,2005,2005,esci,175,R from pub data and no or inadequate unpub data,46,12,,Fixed,Licensed,Yes,Investigational,MADRS,30,8,13,LOCF,104,0,Yes,Europe,Multi-center,Outpatients only,Yes,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
e36,141,2,Moore2005,1,2005,2005,cita,152,R from pub data and no or inadequate unpub data,46,11,,Fixed,Licensed,No,Comparator,MADRS,36,8,-20,LOCF,87,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,cita,l
e35,141,1,Moore2005,1,2005,2005,esci,142,R from pub data and no or inadequate unpub data,44,11,,Fixed,Licensed,Yes,Investigational,MADRS,36,8,-22,LOCF,105,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
e39,142,3,Kasper2005a (Study 99024),1,2005,2005,Plac,180,R from pub data and no or inadequate unpub data,75,7,,Fixed,Licensed,No,Comparator,MADRS,29,8,-15,LOCF,85,0,Yes,Europe,Multi-center,Both,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
e37,142,1,Kasper2005a (Study 99024),1,2005,2005,esci,174,R from pub data and no or inadequate unpub data,75,7,,Fixed,Licensed,Yes,Investigational,MADRS,28,8,-16,LOCF,78,0,Yes,Europe,Multi-center,Both,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,1,0,0,1,esci,l
e38,142,2,Kasper2005a (Study 99024),1,2005,2005,fluo,164,R from pub data and no or inadequate unpub data,75,7,,Fixed,Licensed,No,Comparator,MADRS,29,8,-15,LOCF,61,0,Yes,Europe,Multi-center,Both,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,fluo,l
e41,143,2,Baldwin2006b (Study 99505),1,2006,2006,esci,166,R from pub data and no or inadequate unpub data,45,15,,Flexible,Licensed,Yes,Investigational,MADRS,30,8,-17,LOCF,112,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
e40,143,1,Baldwin2006b (Study 99505),1,2006,2006,paro,159,R from pub data and no or inadequate unpub data,45,13,,Flexible,Licensed,No,Comparator,MADRS,30,8,-18,LOCF,111,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,paro,l
e43,144,2,Wade2007 (Study 10990),1,2006,2007,dulo,151,R from pub data and no or inadequate unpub data,45,11,,Fixed,Licensed,No,Comparator,HAMD17,23,8,11,LOCF,81,0,Yes,,Multi-center,Outpatients only,No,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,dulo,l
e42,144,1,Wade2007 (Study 10990),1,2006,2007,esci,144,R from pub data and no or inadequate unpub data,43,12,,Fixed,Licensed,Yes,Investigational,HAMD17,23,8,10,LOCF,94,0,Yes,,Multi-center,Outpatients only,No,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
e45,145,2,Khan2007 (SCT-MD-23) (NCT00108979),1,2006,2007,dulo,138,R from pub data and no or inadequate unpub data,43,13,,Fixed,Licensed,No,Comparator,HAMD24,27,8,-13,LOCF,52,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,dulo,l
e44,145,1,Khan2007 (SCT-MD-23) (NCT00108979),1,2006,2007,esci,140,R from pub data and no or inadequate unpub data,42,13,,Flexible,Licensed,Yes,Investigational,HAMD24,27,8,-15,LOCF,61,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,High risk,0,0,0,0,0,esci,l
e49,146,1,Boulenger2006 (Study 10351),1,2006,2006,esci,232,Inadequate pub data and R from unpub data,44,13,,Fixed,Licensed,Yes,Investigational,MADRS,35,8,-21,LOCF,144,1,Yes,Europe,Multi-center,Outpatients only,No,24,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,esci,l
