studyID,armID,manga,drug_name,Responders,Ntotal,age_mean,age_sd,pub_year,RoB,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,study_year,Published,study_name,ascale,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
143,2,1,esci,112,166,45,15,2006,l,,Flexible,Licensed,Yes,Investigational,2006,R from pub data and no or inadequate unpub data,Baldwin2006b (Study 99505),MADRS,30,8,-17,LOCF,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,esci,e41
143,1,1,paro,111,159,45,13,2006,l,,Flexible,Licensed,No,Comparator,2006,R from pub data and no or inadequate unpub data,Baldwin2006b (Study 99505),MADRS,30,8,-18,LOCF,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,e40
144,2,1,dulo,81,151,45,11,2007,l,,Fixed,Licensed,No,Comparator,2006,R from pub data and no or inadequate unpub data,Wade2007 (Study 10990),HAMD17,23,8,11,LOCF,0,Yes,,Multi-center,Outpatients only,No,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,dulo,e43
144,1,1,esci,94,144,43,12,2007,l,,Fixed,Licensed,Yes,Investigational,2006,R from pub data and no or inadequate unpub data,Wade2007 (Study 10990),HAMD17,23,8,10,LOCF,0,Yes,,Multi-center,Outpatients only,No,8,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,esci,e42
145,2,1,dulo,52,138,43,13,2007,m,,Fixed,Licensed,No,Comparator,2006,R from pub data and no or inadequate unpub data,Khan2007 (SCT-MD-23) (NCT00108979),HAMD24,27,8,-13,LOCF,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,dulo,e45
145,1,1,esci,61,140,42,13,2007,m,,Flexible,Licensed,Yes,Investigational,2006,R from pub data and no or inadequate unpub data,Khan2007 (SCT-MD-23) (NCT00108979),HAMD24,27,8,-15,LOCF,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,esci,e44
146,1,1,esci,144,232,44,13,2006,l,,Fixed,Licensed,Yes,Investigational,2006,Inadequate pub data and R from unpub data,Boulenger2006 (Study 10351),MADRS,35,8,-21,LOCF,1,Yes,Europe,Multi-center,Outpatients only,No,24,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,esci,e49
146,2,1,paro,128,227,45,13,2006,l,,Fixed,Licensed,Yes,Comparator,2006,Inadequate pub data and R from unpub data,Boulenger2006 (Study 10351),MADRS,35,8,-19,LOCF,1,Yes,Europe,Multi-center,Outpatients only,No,24,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,e50
147,2,0,cita,19,28,34,12,2006,l,1,Flexible,Licensed,Unclear,Comparator,2006,R from pub data and no or inadequate unpub data,Li2006,HAMD17,24,6,-12,Others,0,No,Asia,Single center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Low risk,2,0,Moderate risk,0,0,0,0,cita,e52
147,1,0,esci,22,28,37,13,2006,l,1,Flexible,Licensed,Unclear,Investigational,2006,R from pub data and no or inadequate unpub data,Li2006,HAMD17,24,6,-15,Others,0,No,Asia,Single center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Low risk,2,0,Moderate risk,0,0,0,0,esci,e51
148,2,0,cita,90,110,35,7,2007,l,1,Fixed,Licensed,No,Comparator,2007,R from pub data and no or inadequate unpub data,Yevtushenko2007,MADRS,36,8,-25,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,Low risk,3,0,Low risk,0,0,0,0,cita,e57
148,1,0,esci,103,109,35,7,2007,l,1,Fixed,Licensed,Yes,Investigational,2007,R from pub data and no or inadequate unpub data,Yevtushenko2007,MADRS,26,8,-29,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,Low risk,3,0,Moderate risk,0,0,0,0,esci,e55
149,2,0,esci,94,123,37,14,2008,l,1,Fixed,Licensed,Yes,Investigational,2008,R from pub data and no or inadequate unpub data,Mao2008,HAMD17,25,8,9,LOCF,0,No,Asia,Multi-center,Both,No,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,esci,e59
149,1,0,fluo,89,117,41,14,2008,l,1,Fixed,Licensed,No,Comparator,2008,R from pub data and no or inadequate unpub data,Mao2008,HAMD17,24,8,9,LOCF,0,No,Asia,Multi-center,Both,No,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,e58
150,2,0,cita,19,23,31,9,2009,m,1,Flexible,Licensed,Unclear,Comparator,2009,R from pub data and no or inadequate unpub data,Hu2009,HAMD17,21,6,7,Others,0,No,Asia,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,e61
150,1,0,esci,21,25,31,8,2009,m,1,Flexible,Licensed,Unclear,Investigational,2009,R from pub data and no or inadequate unpub data,Hu2009,HAMD17,21,6,7,Others,0,No,Asia,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,esci,e60
151,2,0,cita,31,32,39,12,2009,l,1,Flexible,Licensed,Unclear,Comparator,2009,R from pub data and no or inadequate unpub data,Jiang2009,HAMD17,23,6,,OC,0,No,Asia,Single center,Both,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,cita,e63
151,1,0,esci,30,32,39,12,2009,l,1,Flexible,Licensed,Unclear,Investigational,2009,R from pub data and no or inadequate unpub data,Jiang2009,HAMD17,24,6,,OC,0,No,Asia,Single center,Both,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,esci,e62
152,1,0,cita,87,120,36,12,2010,l,1,Flexible,Licensed,Unclear,Comparator,2010,R from pub data and no or inadequate unpub data,Ou2010,HAMD17,23,6,9,LOCF,0,No,Asia,Multi-center,Both,Unclear,6,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,cita,e64
152,2,0,esci,83,120,37,13,2010,l,1,Flexible,Licensed,Unclear,Investigational,2010,R from pub data and no or inadequate unpub data,Ou2010,HAMD17,23,6,9,LOCF,0,No,Asia,Multi-center,Both,Unclear,6,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,esci,e65
153,2,0,cita,19,24,,,2010,m,,Flexible,Licensed,Yes,Comparator,2010,R from pub data and no or inadequate unpub data,Li2010,HAMDunspecified,,6,6,Others,0,No,Asia,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,e67
153,1,0,esci,20,24,,,2010,m,,Flexible,Licensed,Yes,Investigational,2010,R from pub data and no or inadequate unpub data,Li2010,HAMDunspecified,,6,8,Others,0,No,Asia,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,esci,e66
157,2,0,cita,17,22,32,9,2013,m,1,Flexible,Licensed,Unclear,Comparator,2013,R from pub data and no or inadequate unpub data,Lv2013,HAMD17,23,6,8,Others,0,No,Asia,Single center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,e78
157,1,0,esci,16,20,32,8,2013,m,1,Flexible,Licensed,Unclear,Investigational,2013,R from pub data and no or inadequate unpub data,Lv2013,HAMD17,23,6,8,Others,0,No,Asia,Single center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,esci,e77
169,2,0,amit,15,28,39,,1985,l,,Flexible,Licensed,Unclear,Comparator,1985,R imputed from pub data and no or inadequate unpub data,Chouinard1985,HAMD21,26,5,11,Others,1,No,North America,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,amit,f14
169,1,0,fluo,8,25,41,,1985,l,,Flexible,Licensed,Unclear,Investigational,1985,R imputed from pub data and no or inadequate unpub data,Chouinard1985,HAMD21,28,5,16,Others,1,No,North America,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,fluo,f13
175,2,0,amit,18,33,69,8,1988,m,,Fixed,Licensed,Unclear,Comparator,1988,R from pub data and no or inadequate unpub data,DeRonchi1998,HAMD17,27,10,14,Others,0,No,Europe,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f26
175,1,0,fluo,16,32,69,6,1988,m,,Fixed,Licensed,Unclear,Investigational,1988,R from pub data and no or inadequate unpub data,DeRonchi1998,HAMD17,26,10,14,Others,0,No,Europe,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f25
176,1,0,fluo,9,22,35,9,1988,m,,Flexible,Licensed,Yes,Investigational,1988,R from pub data and no or inadequate unpub data,Debus1988,HAMD21,23,,,LOCF,0,No,North America,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluo,f27
176,2,0,traz,9,21,39,8,1988,m,,Flexible,Licensed,No,Comparator,1988,R from pub data and no or inadequate unpub data,Debus1988,HAMD21,25,,,LOCF,0,No,North America,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,traz,f28
178,2,0,amit,57,65,,,1988,m,,Flexible,Licensed,Unclear,Comparator,1988,R from pub data and no or inadequate unpub data,Laakman1988  ,HAMDunspecified,24,5,7,Others,0,No,Europe,Unclear,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f32
178,1,0,fluo,55,63,,,1988,m,,Flexible,Licensed,Unclear,Investigational,1988,R from pub data and no or inadequate unpub data,Laakman1988  ,HAMDunspecified,27,5,9,Others,0,No,Europe,Unclear,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f31
180,2,0,fluo,8,14,69,6,1989,m,,Flexible,Licensed,Yes,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Falk1989,HAMD21,24,6,10,Others,1,No,North America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,1,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluo,f36
180,1,0,traz,4,13,68,4,1989,m,,Flexible,Licensed,No,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Falk1989,HAMD21,26,6,16,Others,1,No,North America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,1,0,Moderate risk,2,0,Moderate risk,0,0,0,0,traz,f35
181,1,0,amit,7,20,45,10,1989,m,,Flexible,Licensed,No,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Fawcett1989,HAMD21,24,6,15,OC,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,1,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f37
181,2,0,fluo,8,20,40,11,1989,m,,Flexible,Licensed,Yes,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Fawcett1989,HAMD21,24,6,13,OC,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluo,f38
182,2,0,clom,11,15,49,8,1989,m,1,Fixed,Licensed,Unclear,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Manna1989,HAMD17,25,5,10,Others,1,No,Europe,Unclear,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,f40
182,1,0,fluo,12,15,48,10,1989,m,1,Fixed,Licensed,Unclear,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Manna1989,HAMD17,26,5,9,Others,1,No,Europe,Unclear,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f39
183,2,0,clom,18,26,52,11,1989,m,1,Flexible,Licensed,No,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Ginestet1989,HAMD21,34,8,11,Others,1,No,Europe,Multi-center,Inpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,f42
183,1,0,fluo,22,28,47,11,1989,m,1,Flexible,Licensed,Unclear,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Ginestet1989,HAMD21,33,8,10,Others,1,No,Europe,Multi-center,Inpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f41
184,2,0,clom,31,72,45,13,1989,m,1,Fixed,Licensed,No,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Ropert1989  ,HAMD21,23,6,,OC,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,f44
184,1,0,fluo,42,71,43,11,1989,m,1,Fixed,Licensed,Unclear,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Ropert1989  ,HAMD21,23,6,,OC,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f43
185,1,0,fluo,10,21,,,1990,m,,Flexible,Licensed,Unclear,Unclear,1990,R imputed from pub data and no or inadequate unpub data,Fudge1990,HAMDunspecified,23,,,OC,1,No,North America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f45
185,2,0,traz,13,17,,,1990,m,,Flexible,Licensed,Unclear,Unclear,1990,R imputed from pub data and no or inadequate unpub data,Fudge1990,HAMDunspecified,24,6,7,Others,1,No,North America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,traz,f46
186,2,0,amit,6,18,46,11,1990,m,1,Fixed,Licensed,No,Comparator,1990,R imputed from pub data and no or inadequate unpub data,Kerkhofs1990,HAMDunspecified,22,6,,OC,1,No,Europe,Unclear,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f48
186,1,0,fluo,6,16,45,13,1990,m,1,Fixed,Licensed,Yes,Investigational,1990,R imputed from pub data and no or inadequate unpub data,Kerkhofs1990,HAMDunspecified,22,6,,OC,1,No,Europe,Unclear,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f47
187,1,0,clom,32,60,46,,1991,m,,Fixed,Licensed,No,Comparator,1991,R imputed from pub data and no or inadequate unpub data,Noguera1991,HAMDunspecified,25,6,-13,Others,1,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,f49
187,2,0,fluo,37,60,46,,1991,m,,Flexible,Licensed,Yes,Investigational,1991,R imputed from pub data and no or inadequate unpub data,Noguera1991,HAMDunspecified,24,6,-15,Others,1,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f50
188,2,0,amit,16,22,48,14,1991,l,1,Flexible,Licensed,No,Comparator,1991,R from pub data and no or inadequate unpub data,Keegan1991,HAMD21,,6,,Others,0,No,North America,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,f52
188,1,0,fluo,12,20,40,14,1991,l,1,Flexible,Licensed,Yes,Investigational,1991,R from pub data and no or inadequate unpub data,Keegan1991,HAMD21,,6,,Others,0,No,North America,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,fluo,f51
189,2,0,amit,8,31,,,1991,m,,Flexible,Licensed,No,Comparator,1991,R imputed from pub data and no or inadequate unpub data,Preskorn1991,HAMDunspecified,24,6,-8,Others,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,1,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f54
189,1,0,fluo,12,30,,,1991,m,,Flexible,Licensed,Yes,Investigational,1991,R imputed from pub data and no or inadequate unpub data,Preskorn1991,HAMDunspecified,24,6,-10,Others,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluo,f53
190,2,0,fluo,33,65,40,11,1991,m,1,Flexible,Licensed,Yes,Investigational,1991,R imputed from pub data and no or inadequate unpub data,Beasley1991,HAMD21,23,6,-12,LOCF,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f56
190,1,0,traz,34,61,40,11,1991,m,1,Flexible,Licensed,No,Comparator,1991,R imputed from pub data and no or inadequate unpub data,Beasley1991,HAMD21,24,6,-14,LOCF,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,traz,f55
191,2,0,amit,12,28,42,10,1993,m,1,Flexible,Licensed,No,Comparator,1993,R imputed from pub data and no or inadequate unpub data,Judd1993,HAMD17,24,6,12,Others,1,No,Australia,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f58
191,1,0,fluo,15,30,42,10,1993,m,1,Fixed,Licensed,Yes,Investigational,1993,R imputed from pub data and no or inadequate unpub data,Judd1993,HAMD17,24,6,,OC,1,No,Australia,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,f57
196,1,0,amit,18,31,42,8,1998,m,,Fixed,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,Demyttenaere1998  ,HAMDunspecified,24,9,7,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,9,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f67
196,2,0,fluo,22,35,41,9,1998,m,,Fixed,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,Demyttenaere1998  ,HAMDunspecified,25,9,10,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,9,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluo,f68
197,2,0,amit,59,75,44,12,1998,l,1,Flexible,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,Marchesi1998  ,HAMD17,25,10,8,LOCF,0,No,Europe,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,f70
197,1,0,fluo,45,67,44,12,1998,l,1,Fixed,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,Marchesi1998  ,HAMD17,26,10,9,LOCF,0,No,Europe,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,fluo,f69
198,2,0,amit,6,21,37,9,1998,m,1,Flexible,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,OntiverosSanchez1998  ,HAMD17,23,6,6,Others,0,No,South America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,f72
198,1,0,fluo,7,21,39,12,1998,m,0,Fixed,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,OntiverosSanchez1998  ,HAMD17,24,6,8,Others,0,No,South America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluo,f71
199,2,0,amit,58,80,41,,1999,l,1,Flexible,Licensed,No,Comparator,1999,R from pub data and no or inadequate unpub data,Versiani1999,HAMD21,28,8,9,Others,0,No,South America,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,f74
